Date,USD
17-Oct-19,71.12999818
18-Oct-19,71.09000022
21-Oct-19,70.92499887
22-Oct-19,70.80899776
23-Oct-19,70.72499914
24-Oct-19,70.96499765
25-Oct-19,70.81999999
28-Oct-19,70.74499789
29-Oct-19,70.88999985
30-Oct-19,70.95299882
31-Oct-19,70.97999812
01-Nov-19,70.76000062
04-Nov-19,70.78899789
05-Nov-19,70.77499969
06-Nov-19,71.00999792
07-Nov-19,71.0469983
08-Nov-19,71.35999957
11-Nov-19,71.56999886
12-Nov-19,71.78999817
13-Nov-19,72.14999927
14-Nov-19,71.96599808
15-Nov-19,71.65000064
18-Nov-19,71.94499776
19-Nov-19,71.82999851
20-Nov-19,71.74600136
21-Nov-19,71.75000118
22-Nov-19,71.79199791
25-Nov-19,71.68900221
26-Nov-19,71.48000129
27-Nov-19,71.26000081
28-Nov-19,71.50500006
29-Nov-19,71.74900247
02-12-2019,71.6340024
03-12-2019,71.73999989
04-12-2019,71.47399826
05-12-2019,71.2519988
06-12-2019,71.28300136
09-12-2019,70.96999878
10-12-2019,70.81000055
11-12-2019,70.71000124
12-12-2019,70.57000167
13-12-2019,70.79799894
16-12-2019,70.91499993
17-12-2019,71.035002
