Date,USD
25-Jun-19,69.33400116
26-Jun-19,69.24499961
27-Jun-19,69.08799835
28-Jun-19,68.95000111
01-Jul-19,68.8849978
02-Jul-19,68.88999955
03-Jul-19,68.79999868
04-Jul-19,68.52700115
05-Jul-19,68.44999906
08-Jul-19,68.56599971
09-Jul-19,68.56499835
10-Jul-19,68.41900042
11-Jul-19,68.40999974
12-Jul-19,68.56000138
15-Jul-19,68.54500075
16-Jul-19,68.65000183
17-Jul-19,68.84600058
18-Jul-19,68.85499785
19-Jul-19,68.85999998
22-Jul-19,68.93000165
23-Jul-19,69.03299819
24-Jul-19,68.97999828
25-Jul-19,69.04100048
26-Jul-19,68.88000153
29-Jul-19,68.75499892
30-Jul-19,68.86200103
31-Jul-19,68.87500124
01-Aug-19,69.01699916
02-Aug-19,69.70000144
05-Aug-19,70.82099809
06-Aug-19,71.03999786
07-Aug-19,71.14499763
08-Aug-19,70.42000108
09-Aug-19,70.92399784
12-Aug-19,71.28300136
13-Aug-19,71.41800156
14-Aug-19,71.27499926
16-Aug-19,71.15500078
19-Aug-19,71.45100194
20-Aug-19,71.54899861
21-Aug-19,71.43900152
22-Aug-19,71.9300006
23-Aug-19,71.51299763
26-Aug-19,72.02500017
27-Aug-19,71.54299935
28-Aug-19,71.82899757
29-Aug-19,71.68999925
30-Aug-19,71.45299815
02-Sep-19,71.96900209
03-Sep-19,72.16999961
04-Sep-19,71.98900066
05-Sep-19,71.92799835
06-Sep-19,71.64500074
09-Sep-19,71.77800212
10-Sep-19,71.87500247
11-Sep-19,71.57700168
12-Sep-19,70.96700205
13-Sep-19,70.98500137
16-Sep-19,71.57999892
17-Sep-19,71.49000177
18-Sep-19,71.14499763
19-Sep-19,71.37499939
20-Sep-19,71.07499869
23-Sep-19,70.79900142
24-Sep-19,70.97100111
25-Sep-19,70.98799962
26-Sep-19,70.96400053
27-Sep-19,70.50899811
30-Sep-19,70.64500229
01-Oct-19,71.10999863
03-Oct-19,71.03000179
04-Oct-19,70.82500077
07-Oct-19,70.97500062
08-Oct-19,71.21999858
09-Oct-19,71.12000206
10-Oct-19,70.99000028
11-Oct-19,70.92399784
14-Oct-19,71.23699987
15-Oct-19,71.49999993
16-Oct-19,71.3640023
